0.984	N	1.555
0.953	N	2.508
0.969	N	3.477
0.953	N	4.430
0.961	N	5.391
0.977	N	6.367
0.984	N	7.352
0.969	N	8.320
0.984	N	9.305
0.969	N	10.273
0.945	N	11.219
0.898	N	12.117
0.883	N	13.000
0.883	N	13.883
0.906	N	14.789
0.945	N	15.734
0.945	N	16.680
0.945	N	17.625
0.898	N	20.352
0.914	N	21.266
0.938	N	22.203
0.938	N	23.141
0.914	N	24.055
0.945	N	25.000
0.953	N	25.953
0.938	N	26.891
0.945	N	27.836
0.938	N	28.773
0.930	N	29.703
0.938	N	30.641
0.930	N	31.570
0.922	N	32.492
0.953	N	33.445
0.953	N	34.398
0.953	N	35.352
0.969	N	36.320
0.969	N	37.289
0.961	N	38.250
0.977	N	39.227
0.977	N	40.203
0.961	N	41.164
0.984	N	42.148
0.969	N	43.117
0.992	N	44.109
0.984	N	45.094
0.938	N	46.031
0.969	N	47.000
0.953	N	47.953
0.945	N	48.898
0.984	N	49.883
0.977	N	50.859
0.984	N	51.844
0.969	N	52.812
0.945	N	53.758
0.938	N	54.695
0.945	N	55.641
0.938	N	56.578
0.922	N	57.500
0.906	N	58.406
0.914	N	59.320
0.906	N	60.227
0.906	N	61.133
0.930	N	62.062
0.945	N	63.008
0.930	N	63.938
0.914	N	64.852
0.914	N	65.766
0.914	N	66.680
0.906	N	67.586
0.891	N	68.477
0.844	N	69.320
0.844	N	70.164
0.859	N	71.023
0.922	N	71.945
0.930	N	72.875
0.945	N	73.820
0.922	N	74.742
0.945	N	75.688
0.930	N	76.617
0.922	N	77.539
0.922	N	78.461
0.938	N	79.398
0.930	N	80.328
0.914	N	81.242
0.883	N	82.125
0.914	N	83.039
0.906	N	83.945
0.930	N	84.875
0.938	N	85.812
0.945	N	86.758
0.930	N	87.688
0.914	N	88.602
0.898	N	89.500
0.898	N	90.398
0.891	N	91.289
0.938	N	92.227
0.969	N	93.195
0.984	N	94.180
0.914	N	95.094
0.922	N	96.016
0.906	N	96.922
0.898	N	97.820
0.914	N	98.734
0.945	N	99.680
0.961	N	100.641
0.984	N	101.625
0.961	N	102.586
0.984	N	103.570
1.000	N	104.570
0.984	N	105.555
0.977	N	106.531
0.977	N	107.508
0.984	N	108.492
0.969	N	109.461
0.977	N	110.438
0.984	N	111.422
0.984	N	112.406
1.000	N	113.406
0.977	N	114.383
1.008	N	115.391
1.008	N	116.398
1.008	N	117.406
1.023	N	118.430
0.992	N	119.422
1.008	N	120.430
1.000	N	121.430
1.008	N	122.438
0.945	N	123.383
0.961	N	124.344
0.977	N	125.320
0.945	N	126.266
0.945	N	127.211
0.992	N	128.203
1.000	N	129.203
0.992	N	130.195
0.977	N	131.172
0.969	N	132.141
0.961	N	133.102
0.961	N	134.062
0.922	N	134.984
0.930	N	135.914
0.977	N	136.891
0.984	N	137.875
0.977	N	138.852
0.977	N	139.828
0.953	N	140.781
0.938	N	141.719
0.945	N	142.664
0.961	N	143.625
0.930	N	144.555
0.945	N	145.500
0.922	N	146.422
0.914	N	147.336
0.914	N	148.250
0.969	N	149.219
0.984	N	150.203
1.008	N	151.211
1.055	N	152.266
1.031	N	153.297
1.039	N	154.336
1.039	N	155.375
1.008	N	156.383
0.953	N	157.336
0.922	N	158.258
0.898	N	160.062
0.891	N	160.953
0.852	N	161.805
0.859	N	163.539
0.852	N	164.391
0.859	N	165.250
0.852	N	166.102
0.828	N	166.930
0.844	N	167.773
0.836	N	168.609
0.828	N	169.438
0.812	N	170.250
0.812	N	171.062
0.828	N	171.891
0.836	N	172.727
0.812	N	173.539
0.859	N	174.398
0.836	N	175.234
0.828	N	176.062
0.805	N	176.867
0.805	N	177.672
0.789	N	178.461
0.789	N	179.250
0.773	N	180.023
0.766	N	180.789
0.781	N	181.570
0.750	N	182.320
0.758	N	183.078
0.742	N	183.820
0.773	N	195.141
0.758	N	195.898
0.766	N	197.422
0.750	N	198.172
0.766	N	198.938
0.766	N	199.703
0.789	N	201.250
0.773	N	202.023
0.773	N	202.797
0.797	N	203.594
0.773	N	204.367
0.742	N	205.898
0.766	N	206.664
0.773	N	207.438
0.773	N	208.211
0.750	N	208.961
0.773	N	209.734
0.758	N	210.492
0.758	N	211.250
0.734	N	211.984
0.766	N	212.750
0.773	N	213.523
0.781	N	215.070
0.758	N	215.828
0.805	N	216.633
0.781	N	217.414
0.820	N	218.234
0.844	N	219.914
0.844	N	220.758
0.836	N	221.594
0.820	N	222.414
0.805	N	223.219
0.773	N	223.992
0.781	N	224.773
0.742	N	225.516
0.742	N	226.258
0.742	N	227.000
0.719	N	227.719
0.766	N	228.484
0.758	N	229.242
0.758	N	230.000
0.797	N	230.797
0.797	N	231.594
0.773	N	232.367
0.781	N	233.148
0.797	N	233.945
0.789	N	234.734
0.789	N	235.523
0.836	N	236.359
0.844	N	237.203
0.906	N	238.109
0.891	N	239.000
0.938	N	239.938
0.953	N	240.891
0.914	N	241.805
0.930	N	242.734
0.875	N	243.609
0.891	N	244.500
0.867	N	245.367
0.852	N	246.219
0.859	N	247.078
0.828	N	247.906
0.859	N	248.766
0.891	N	249.656
0.922	N	250.578
0.906	N	251.484
0.922	N	252.406
0.891	N	253.297
0.898	N	254.195
0.898	N	255.094
0.914	N	256.008
0.898	N	256.906
0.906	N	257.812
0.914	N	258.727
0.891	N	259.617
0.906	N	260.523
0.930	N	261.453
0.930	N	262.383
0.930	N	263.312
0.953	N	264.266
0.930	N	265.195
0.977	N	266.172
0.953	N	267.125
0.953	N	268.078
0.891	N	268.969
0.891	N	269.859
0.859	N	270.719
0.867	N	271.586
