0.560	N	0.608
0.544	N	1.152
0.540	N	1.692
0.548	N	2.240
0.560	N	2.800
0.564	N	3.364
0.568	N	3.932
0.568	N	4.500
0.572	N	5.072
0.564	N	5.636
0.556	N	6.192
0.564	N	6.756
0.560	N	7.316
0.556	N	7.872
0.556	N	8.428
0.556	N	8.984
0.564	N	9.548
0.568	N	10.116
0.560	N	10.676
0.556	N	11.232
0.564	N	11.796
0.572	N	12.368
0.572	N	12.940
0.572	N	13.512
0.576	N	14.088
0.576	N	14.664
0.564	N	15.228
0.560	N	15.788
0.560	N	16.348
0.564	N	16.912
0.556	N	17.468
0.560	N	18.028
0.560	N	18.588
0.568	N	19.156
0.572	N	19.728
0.564	N	20.292
0.576	N	20.868
0.580	N	21.448
0.576	N	22.024
0.576	N	22.600
0.572	N	23.172
0.576	N	23.748
0.576	N	24.324
0.564	N	24.888
0.572	N	25.460
0.580	N	26.040
0.576	N	26.616
0.568	N	27.184
0.572	N	27.756
0.572	N	28.328
0.560	N	28.888
0.556	N	29.444
0.560	N	30.004
0.564	N	30.568
0.560	N	31.128
0.548	N	31.676
0.548	N	32.224
0.556	N	32.780
0.544	N	33.324
0.540	N	33.864
0.540	N	34.404
0.552	N	34.956
0.552	N	35.508
0.548	N	36.056
0.540	N	36.596
0.536	N	37.132
0.548	N	37.680
0.540	N	38.220
0.536	N	38.756
0.540	N	39.296
0.552	N	39.848
0.552	N	40.400
0.544	N	40.944
0.548	N	41.492
0.552	N	42.044
0.568	N	42.612
0.560	N	43.172
0.556	N	43.728
0.556	N	44.284
0.564	N	44.848
0.560	N	45.408
0.552	N	45.960
0.552	N	46.512
0.564	N	47.076
0.556	N	47.632
0.552	N	48.184
0.548	N	48.732
0.556	N	49.288
0.556	N	49.844
0.548	N	50.392
0.544	N	50.936
0.552	N	51.488
0.552	N	52.040
0.556	N	52.596
0.552	N	53.148
0.568	N	53.716
0.572	N	54.288
0.572	N	54.860
0.576	N	55.436
0.580	N	56.016
0.584	N	56.600
0.580	N	57.180
0.580	N	57.760
0.588	N	58.348
0.592	N	58.940
0.592	N	59.532
0.580	N	60.112
0.588	N	60.700
0.584	N	61.284
0.584	N	61.868
0.576	N	62.444
0.584	N	63.028
0.584	N	63.612
0.580	N	64.192
0.572	N	64.764
0.580	N	65.344
0.580	N	65.924
0.584	N	66.508
0.572	N	67.080
0.584	N	67.664
0.580	N	68.244
0.580	N	68.824
0.568	N	69.392
0.580	N	69.972
0.576	N	70.548
0.580	N	71.128
0.572	N	71.700
0.576	N	72.276
0.576	N	72.852
0.572	N	73.424
0.572	N	73.996
0.576	N	74.572
0.584	N	75.156
0.580	N	75.736
0.568	N	76.304
0.564	N	76.868
0.572	N	77.440
0.568	N	78.008
0.564	N	78.572
0.568	N	79.140
0.564	N	79.704
